source_sha256	state	ctor_match	read_match	setup_match	target_raw_outcome	sibling_outcome	disposition
2041b836a5dd93a2e10417d33cbbda57f604276d51ae93ecd6a1964085c7a854	default_ctor_explicit_this	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
331787d9495907019b3ab83098062f15085850a766037cd3c8a1349682da64fd	default_ctor_explicit_storage_casts	98.652176	98.675500	99.932434	BOTH_RESIDUALS_UNCHANGED	default_dtor_exact_but_setup_and_main_regressed	REJECT_SIBLING_REGRESSION
a522aa19fc863cf690dfe03796b6a68ec7fabaaf1ca97072478d9b6082d2ee96	dtor_explicit_this_member	98.652176	98.675500	100.000000	READ_RESIDUAL_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
4f85be0e392f9b95555f55d0ebdfc5abace03e4e7a5ac7aae671c900a7ca3692	dtor_icon_pointer_snapshot	98.652176	98.675500	99.932434	READ_RESIDUAL_UNCHANGED	default_dtor_exact_but_setup_regressed	REJECT_SIBLING_REGRESSION
c78c7f8ca5e3ea9bf557726df07c80ed69ac48019a027ff8a7c0035d581bbbc6	ctor_member_reference_alias	97.043480	98.675500	99.932434	CTOR_EARLIER_RAW_SPANS_REGRESSED	default_dtor_exact_but_setup_regressed	REJECT_TARGET_AND_SIBLING_REGRESSION
f2de20d03c6d73acde094b1003a139b42121a66cb1612895b9d5c1e5bc80bf90	ctor_parameter_const_reference_alias	97.347824	98.675500	99.932434	CTOR_EARLIER_RAW_SPANS_REGRESSED	default_dtor_exact_but_setup_regressed	REJECT_TARGET_AND_SIBLING_REGRESSION
e2e61da31ea6ace3c1687f92e04c93e654d51191e4c63a2dc78aa87572fbccae	ctor_frame_store_nested_scope	98.652176	98.675500	100.000000	CTOR_RESIDUAL_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
c929a4503a9d1c19135dc4e6c92f68967cfe5103a4a9a5e6b7fc9276429880e1	ctor_frame_store_explicit_short_cast	98.652176	98.675500	99.932434	CTOR_RESIDUAL_UNCHANGED	default_dtor_exact_but_setup_regressed	REJECT_SIBLING_REGRESSION
8caaa9526543c73380ab21343883330d642ab14343d703b09dc5095c16451813	default_ctor_chained_trailing_zero_stores	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
1de607662acbd8a1ff480169ae5ec70231dad09af028db95e60f3eed804ac98a	default_ctor_comma_trailing_zero_stores	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
3377fdafb47bffb9f8717aa4fcb956277c535f9b02f4da385958bb3885db13fe	ctor_frame_store_explicit_this	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
b3d59c9b58962528fd84df429d48242cd20610e7051ec22b477484e75a111fe8	ctor_all_members_explicit_this	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
4c9c44781d33103ea8819dc16a3928ddd680bbc8dd52231e52efdfe86fa4e3f4	read_height_rhs_explicit_this	98.652176	98.675500	100.000000	READ_RESIDUAL_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
ed64e819a6ea85d0e0f374a8e5b575dd80c92a7d6865d08a9e9b4f0cf6d64c42	ctor_base_init_explicit_short_one	98.652176	98.675500	99.932434	BOTH_RESIDUALS_UNCHANGED	default_dtor_exact_but_setup_regressed	REJECT_SIBLING_REGRESSION
773afe71841a8deebb691da04dbaba444b8e8bdfb8f0dc9dd19996f2a291a38c	ctor_const_rect_x_lifetime	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
4df7cd233c4e3ba4c1e23dced094ea3cd32f2494fce368794edf6a9b872d7b71	ctor_const_loaded_icon_lifetime	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
9704ae26a9fa8660fa4a90e9138d74581a9223d88e24dfb2826b0bf9484a3e10	read_short_enabled	98.652176	98.642390	100.000000	CMP_HEIGHT_SCHEDULE_EXACT_BUT_MOV_AX_NOT_EAX	exact_default_dtor_setup_and_other_scores_pinned	REJECT_WRONG_CONSTANT_WIDTH
9fe21062c08d2da0532963f69aada609881e819b22c035025a556e0f02a9de6d	read_short_enabled_or_zero_stores	98.652176	98.642390	100.000000	CMP_HEIGHT_SCHEDULE_EXACT_BUT_MOV_AX_NOT_EAX	exact_default_dtor_setup_and_other_scores_pinned	REJECT_PROMOTION_FOLDED_AWAY
d7d03e521af8d09218d4a7151cf184ddbc1819060ec81091d3141239d331a9c0	read_short_then_int_enabled_snapshot	98.652176	97.980130	99.932434	EXTRA_MOVSX_AND_EARLIER_STORE_MOVED	default_dtor_exact_but_setup_regressed	REJECT_TARGET_AND_SIBLING_REGRESSION
a97406db0427819aae5bfd84d70db2a41cab23efab81a313e57d2d7496077eb5	read_dead_short_enabled_literal_stores	98.652176	96.523180	100.000000	RECT_AND_FLAG_STORES_HOISTED_EARLY	exact_default_dtor_setup_and_other_scores_pinned	REJECT_TARGET_RAW_REGRESSION
